frame,multi_ball_position,single_ball_position,clean_ball_position,complete_ball_position,centre_point,x,y,x_diff,y_diff,velocity
470,"{1: [734, 299, 758, 323]}","{1: [734, 299, 758, 323]}","{1: [734, 299, 758, 323]}","{1: [734.0, 299.0, 758.0, 323.0]}","(746, 311)",746,311,-1,1,1.41
471,"{1: [734, 300, 757, 326]}","{1: [734, 300, 757, 326]}","{1: [734, 300, 757, 326]}","{1: [734.0, 300.0, 757.0, 326.0]}","(745, 313)",745,313,-1,2,2.24
472,"{1: [731, 301, 757, 330]}","{1: [731, 301, 757, 330]}","{1: [731, 301, 757, 330]}","{1: [731.0, 301.0, 757.0, 330.0]}","(744, 315)",744,315,-1,2,2.24
473,"{1: [729, 302, 757, 334]}","{1: [729, 302, 757, 334]}","{1: [729, 302, 757, 334]}","{1: [729.0, 302.0, 757.0, 334.0]}","(743, 318)",743,318,-1,3,3.16
474,"{1: [726, 310, 752, 336]}","{1: [726, 310, 752, 336]}","{1: [726, 310, 752, 336]}","{1: [726.0, 310.0, 752.0, 336.0]}","(739, 323)",739,323,-4,5,6.4
475,"{1: [727, 308, 746, 328]}","{1: [727, 308, 746, 328]}","{1: [727, 308, 746, 328]}","{1: [727.0, 308.0, 746.0, 328.0]}","(736, 318)",736,318,-3,-5,5.83
476,"{1: [726, 298, 741, 316]}","{1: [726, 298, 741, 316]}","{1: [726, 298, 741, 316]}","{1: [726.0, 298.0, 741.0, 316.0]}","(733, 307)",733,307,-3,-11,11.4
477,{},{},{},"{1: [718.0, 284.0, 739.0, 306.0]}","(728, 295)",728,295,-5,-12,13.0
478,{},{},{},"{1: [715.0, 273.0, 735.0, 296.0]}","(725, 284)",725,284,-3,-11,11.4
479,"{1: [710, 264, 736, 291]}","{1: [710, 264, 736, 291]}","{1: [710, 264, 736, 291]}","{1: [710.0, 264.0, 736.0, 291.0]}","(723, 277)",723,277,-2,-7,7.28
480,"{1: [708, 253, 734, 281]}","{1: [708, 253, 734, 281]}","{1: [708, 253, 734, 281]}","{1: [708.0, 253.0, 734.0, 281.0]}","(721, 267)",721,267,-2,-10,10.2
481,"{1: [706, 251, 726, 271]}","{1: [706, 251, 726, 271]}","{1: [706, 251, 726, 271]}","{1: [706.0, 251.0, 726.0, 271.0]}","(716, 261)",716,261,-5,-6,7.81
482,"{1: [705, 247, 722, 267]}","{1: [705, 247, 722, 267]}","{1: [705, 247, 722, 267]}","{1: [705.0, 247.0, 722.0, 267.0]}","(713, 257)",713,257,-3,-4,5.0
483,"{1: [696, 238, 723, 267]}","{1: [696, 238, 723, 267]}","{1: [696, 238, 723, 267]}","{1: [696.0, 238.0, 723.0, 267.0]}","(709, 252)",709,252,-4,-5,6.4
484,"{1: [700, 236, 724, 263]}","{1: [700, 236, 724, 263]}","{1: [700, 236, 724, 263]}","{1: [700.0, 236.0, 724.0, 263.0]}","(712, 249)",712,249,3,-3,4.24
485,"{1: [686, 237, 712, 268]}","{1: [686, 237, 712, 268]}","{1: [686, 237, 712, 268]}","{1: [686.0, 237.0, 712.0, 268.0]}","(699, 252)",699,252,-13,3,13.34
486,"{1: [681, 245, 702, 267]}","{1: [681, 245, 702, 267]}","{1: [681, 245, 702, 267]}","{1: [681.0, 245.0, 702.0, 267.0]}","(691, 256)",691,256,-8,4,8.94
487,"{1: [678, 254, 691, 269]}","{1: [678, 254, 691, 269]}","{1: [678, 254, 691, 269]}","{1: [678.0, 254.0, 691.0, 269.0]}","(684, 261)",684,261,-7,5,8.6
488,"{1: [665, 258, 687, 280]}","{1: [665, 258, 687, 280]}","{1: [665, 258, 687, 280]}","{1: [665.0, 258.0, 687.0, 280.0]}","(676, 269)",676,269,-8,8,11.31
489,{},{},{},"{1: [655.0, 271.0, 678.0, 295.0]}","(666, 283)",666,283,-10,14,17.2
490,{},{},{},"{1: [646.0, 285.0, 669.0, 309.0]}","(657, 297)",657,297,-9,14,16.64
491,{},{},{},"{1: [639.0, 298.0, 662.0, 322.0]}","(650, 310)",650,310,-7,13,14.76
492,"{1: [633, 307, 657, 333], 2: [631, 302, 661, 335]}","{1: [633, 307, 657, 333]}","{1: [633, 307, 657, 333]}","{1: [633.0, 307.0, 657.0, 333.0]}","(645, 320)",645,320,-5,10,11.18
493,"{1: [628, 330, 642, 346]}","{1: [628, 330, 642, 346]}","{1: [628, 330, 642, 346]}","{1: [628.0, 330.0, 642.0, 346.0]}","(635, 338)",635,338,-10,18,20.59
494,"{1: [618, 347, 638, 366]}","{1: [618, 347, 638, 366]}","{1: [618, 347, 638, 366]}","{1: [618.0, 347.0, 638.0, 366.0]}","(628, 356)",628,356,-7,18,19.31
495,{},{},{},"{1: [604.0, 383.0, 630.0, 411.0]}","(617, 397)",617,397,-11,41,42.45
496,{},{},{},"{1: [594.0, 423.0, 619.0, 451.0]}","(606, 437)",606,437,-11,40,41.48
497,{},{},{},"{1: [584.0, 462.0, 609.0, 490.0]}","(596, 476)",596,476,-10,39,40.26
498,{},{},{},"{1: [574.0, 500.0, 600.0, 528.0]}","(587, 514)",587,514,-9,38,39.05
499,{},{},{},"{1: [565.0, 537.0, 590.0, 565.0]}","(577, 551)",577,551,-10,37,38.33
500,{},{},{},"{1: [556.0, 571.0, 582.0, 599.0]}","(569, 585)",569,585,-8,34,34.93
501,{},{},{},"{1: [548.0, 604.0, 573.0, 632.0]}","(560, 618)",560,618,-9,33,34.21
502,{},{},{},"{1: [540.0, 633.0, 566.0, 661.0]}","(553, 647)",553,647,-7,29,29.83
503,"{1: [538, 662, 558, 681], 2: [533, 652, 564, 689]}","{1: [533, 652, 564, 689]}","{1: [533, 652, 564, 689]}","{1: [533.0, 652.0, 564.0, 689.0]}","(548, 670)",548,670,-5,23,23.54
504,"{1: [532, 668, 548, 686]}","{1: [532, 668, 548, 686]}","{1: [532, 668, 548, 686]}","{1: [532.0, 668.0, 548.0, 686.0]}","(540, 677)",540,677,-8,7,10.63
505,"{1: [524, 668, 544, 690]}","{1: [524, 668, 544, 690]}","{1: [524, 668, 544, 690]}","{1: [524.0, 668.0, 544.0, 690.0]}","(534, 679)",534,679,-6,2,6.32
506,"{1: [517, 667, 543, 697]}","{1: [517, 667, 543, 697]}","{1: [517, 667, 543, 697]}","{1: [517.0, 667.0, 543.0, 697.0]}","(530, 682)",530,682,-4,3,5.0
507,"{1: [511, 682, 528, 701]}","{1: [511, 682, 528, 701]}","{1: [511, 682, 528, 701]}","{1: [511.0, 682.0, 528.0, 701.0]}","(519, 691)",519,691,-11,9,14.21
508,{},{},{},"{1: [503.0, 696.0, 519.0, 714.0]}","(511, 705)",511,705,-8,14,16.12
509,{},{},{},"{1: [496.0, 709.0, 512.0, 727.0]}","(504, 718)",504,718,-7,13,14.76
510,{},{},{},"{1: [489.0, 721.0, 506.0, 739.0]}","(497, 730)",497,730,-7,12,13.89
511,"{1: [485, 732, 501, 749]}","{1: [485, 732, 501, 749]}","{1: [485, 732, 501, 749]}","{1: [485.0, 732.0, 501.0, 749.0]}","(493, 740)",493,740,-4,10,10.77
512,"{1: [476, 753, 496, 774]}","{1: [476, 753, 496, 774]}","{1: [476, 753, 496, 774]}","{1: [476.0, 753.0, 496.0, 774.0]}","(486, 763)",486,763,-7,23,24.04
513,"{1: [466, 776, 487, 797], 2: [463, 772, 493, 800]}","{1: [463, 772, 493, 800]}","{1: [463, 772, 493, 800]}","{1: [463.0, 772.0, 493.0, 800.0]}","(478, 786)",478,786,-8,23,24.35
514,"{1: [462, 801, 477, 818]}","{1: [462, 801, 477, 818]}","{1: [462, 801, 477, 818]}","{1: [462.0, 801.0, 477.0, 818.0]}","(469, 809)",469,809,-9,23,24.7
515,"{1: [445, 836, 472, 865]}","{1: [445, 836, 472, 865]}","{1: [445, 836, 472, 865]}","{1: [445.0, 836.0, 472.0, 865.0]}","(458, 850)",458,850,-11,41,42.45
516,"{1: [444, 855, 470, 884]}","{1: [444, 855, 470, 884]}","{1: [444, 855, 470, 884]}","{1: [444.0, 855.0, 470.0, 884.0]}","(457, 869)",457,869,-1,19,19.03
517,{},{},{},"{1: [479.0, 765.0, 503.0, 792.0]}","(491, 778)",491,778,34,-91,97.14
518,"{1: [507, 698, 530, 722], 2: [505, 694, 532, 724]}","{1: [507, 698, 530, 722]}","{1: [507, 698, 530, 722]}","{1: [507.0, 698.0, 530.0, 722.0]}","(518, 710)",518,710,27,-68,73.16
519,"{1: [529, 645, 553, 669]}","{1: [529, 645, 553, 669]}","{1: [529, 645, 553, 669]}","{1: [529.0, 645.0, 553.0, 669.0]}","(541, 657)",541,657,23,-53,57.78
520,"{1: [560, 587, 577, 605]}","{1: [560, 587, 577, 605]}","{1: [560, 587, 577, 605]}","{1: [560.0, 587.0, 577.0, 605.0]}","(568, 596)",568,596,27,-61,66.71
521,"{1: [581, 544, 596, 560]}","{1: [581, 544, 596, 560]}","{1: [581, 544, 596, 560]}","{1: [581.0, 544.0, 596.0, 560.0]}","(588, 552)",588,552,20,-44,48.33
522,"{1: [599, 498, 619, 519]}","{1: [599, 498, 619, 519]}","{1: [599, 498, 619, 519]}","{1: [599.0, 498.0, 619.0, 519.0]}","(609, 508)",609,508,21,-44,48.75
523,{},{},{},"{1: [618.0, 468.0, 636.0, 487.0]}","(627, 477)",627,477,18,-31,35.85
524,{},{},{},"{1: [635.0, 439.0, 653.0, 458.0]}","(644, 448)",644,448,17,-29,33.62
525,{},{},{},"{1: [651.0, 412.0, 669.0, 431.0]}","(660, 421)",660,421,16,-27,31.38
526,{},{},{},"{1: [665.0, 388.0, 683.0, 407.0]}","(674, 397)",674,397,14,-24,27.78
527,"{1: [678, 371, 694, 388]}","{1: [678, 371, 694, 388]}","{1: [678, 371, 694, 388]}","{1: [678.0, 371.0, 694.0, 388.0]}","(686, 379)",686,379,12,-18,21.63
528,"{1: [684, 351, 710, 379]}","{1: [684, 351, 710, 379]}","{1: [684, 351, 710, 379]}","{1: [684.0, 351.0, 710.0, 379.0]}","(697, 365)",697,365,11,-14,17.8
529,"{1: [702, 344, 717, 362]}","{1: [702, 344, 717, 362]}","{1: [702, 344, 717, 362]}","{1: [702.0, 344.0, 717.0, 362.0]}","(709, 353)",709,353,12,-12,16.97
530,"{1: [708, 328, 733, 356]}","{1: [708, 328, 733, 356]}","{1: [708, 328, 733, 356]}","{1: [708.0, 328.0, 733.0, 356.0]}","(720, 342)",720,342,11,-11,15.56
531,"{1: [725, 326, 738, 341]}","{1: [725, 326, 738, 341]}","{1: [725, 326, 738, 341]}","{1: [725.0, 326.0, 738.0, 341.0]}","(731, 333)",731,333,11,-9,14.21
532,"{1: [729, 313, 751, 337], 2: [726, 313, 756, 341]}","{1: [726, 313, 756, 341]}","{1: [726, 313, 756, 341]}","{1: [726.0, 313.0, 756.0, 341.0]}","(741, 327)",741,327,10,-6,11.66
533,"{1: [736, 309, 760, 335]}","{1: [736, 309, 760, 335]}","{1: [736, 309, 760, 335]}","{1: [736.0, 309.0, 760.0, 335.0]}","(748, 322)",748,322,7,-5,8.6
534,"{1: [747, 308, 765, 328]}","{1: [747, 308, 765, 328]}","{1: [747, 308, 765, 328]}","{1: [747.0, 308.0, 765.0, 328.0]}","(756, 318)",756,318,8,-4,8.94
535,"{1: [753, 305, 777, 331], 2: [751, 299, 781, 333]}","{1: [753, 305, 777, 331]}","{1: [753, 305, 777, 331]}","{1: [753.0, 305.0, 777.0, 331.0]}","(765, 318)",765,318,9,0,9.0
536,"{1: [762, 306, 783, 328]}","{1: [762, 306, 783, 328]}","{1: [762, 306, 783, 328]}","{1: [762.0, 306.0, 783.0, 328.0]}","(772, 317)",772,317,7,-1,7.07
537,"{1: [770, 308, 787, 326]}","{1: [770, 308, 787, 326]}","{1: [770, 308, 787, 326]}","{1: [770.0, 308.0, 787.0, 326.0]}","(778, 317)",778,317,6,0,6.0
538,"{1: [776, 307, 799, 331], 2: [773, 298, 805, 334]}","{1: [776, 307, 799, 331]}","{1: [776, 307, 799, 331]}","{1: [776.0, 307.0, 799.0, 331.0]}","(787, 319)",787,319,9,2,9.22
539,"{1: [781, 307, 806, 334]}","{1: [781, 307, 806, 334]}","{1: [781, 307, 806, 334]}","{1: [781.0, 307.0, 806.0, 334.0]}","(793, 320)",793,320,6,1,6.08
540,"{1: [786, 310, 811, 337]}","{1: [786, 310, 811, 337]}","{1: [786, 310, 811, 337]}","{1: [786.0, 310.0, 811.0, 337.0]}","(798, 323)",798,323,5,3,5.83
541,"{1: [799, 320, 814, 338], 2: [789, 311, 823, 349]}","{1: [799, 320, 814, 338]}","{1: [799, 320, 814, 338]}","{1: [799.0, 320.0, 814.0, 338.0]}","(806, 329)",806,329,8,6,10.0
542,"{1: [802, 323, 822, 342], 2: [798, 316, 828, 349]}","{1: [802, 323, 822, 342]}","{1: [802, 323, 822, 342]}","{1: [802.0, 323.0, 822.0, 342.0]}","(812, 332)",812,332,6,3,6.71
543,"{1: [801, 307, 827, 333]}","{1: [801, 307, 827, 333]}","{1: [801, 307, 827, 333]}","{1: [801.0, 307.0, 827.0, 333.0]}","(814, 320)",814,320,2,-12,12.17
544,"{1: [807, 294, 830, 317]}","{1: [807, 294, 830, 317]}","{1: [807, 294, 830, 317]}","{1: [807.0, 294.0, 830.0, 317.0]}","(818, 305)",818,305,4,-15,15.52
545,{},{},{},"{1: [807.0, 275.0, 831.0, 300.0]}","(819, 287)",819,287,1,-18,18.03
546,"{1: [809, 261, 833, 289]}","{1: [809, 261, 833, 289]}","{1: [809, 261, 833, 289]}","{1: [809.0, 261.0, 833.0, 289.0]}","(821, 275)",821,275,2,-12,12.17
547,"{1: [815, 256, 832, 275]}","{1: [815, 256, 832, 275]}","{1: [815, 256, 832, 275]}","{1: [815.0, 256.0, 832.0, 275.0]}","(823, 265)",823,265,2,-10,10.2
548,"{1: [814, 238, 842, 268]}","{1: [814, 238, 842, 268]}","{1: [814, 238, 842, 268]}","{1: [814.0, 238.0, 842.0, 268.0]}","(828, 253)",828,253,5,-12,13.0
549,"{1: [820, 235, 836, 253]}","{1: [820, 235, 836, 253]}","{1: [820, 235, 836, 253]}","{1: [820.0, 235.0, 836.0, 253.0]}","(828, 244)",828,244,0,-9,9.0
550,"{1: [823, 229, 837, 245]}","{1: [823, 229, 837, 245]}","{1: [823, 229, 837, 245]}","{1: [823.0, 229.0, 837.0, 245.0]}","(830, 237)",830,237,2,-7,7.28
551,"{1: [824, 223, 841, 243]}","{1: [824, 223, 841, 243]}","{1: [824, 223, 841, 243]}","{1: [824.0, 223.0, 841.0, 243.0]}","(832, 233)",832,233,2,-4,4.47
552,"{1: [821, 225, 835, 243]}","{1: [821, 225, 835, 243]}","{1: [821, 225, 835, 243]}","{1: [821.0, 225.0, 835.0, 243.0]}","(828, 234)",828,234,-4,1,4.12
553,"{1: [805, 225, 829, 251]}","{1: [805, 225, 829, 251]}","{1: [805, 225, 829, 251]}","{1: [805.0, 225.0, 829.0, 251.0]}","(817, 238)",817,238,-11,4,11.7
554,"{1: [795, 236, 812, 254]}","{1: [795, 236, 812, 254]}","{1: [795, 236, 812, 254]}","{1: [795.0, 236.0, 812.0, 254.0]}","(803, 245)",803,245,-14,7,15.65
555,"{1: [779, 242, 806, 268]}","{1: [779, 242, 806, 268]}","{1: [779, 242, 806, 268]}","{1: [779.0, 242.0, 806.0, 268.0]}","(792, 255)",792,255,-11,10,14.87
556,"{1: [770, 259, 786, 276]}","{1: [770, 259, 786, 276]}","{1: [770, 259, 786, 276]}","{1: [770.0, 259.0, 786.0, 276.0]}","(778, 267)",778,267,-14,12,18.44
557,"{1: [753, 265, 782, 292]}","{1: [753, 265, 782, 292]}","{1: [753, 265, 782, 292]}","{1: [753.0, 265.0, 782.0, 292.0]}","(767, 278)",767,278,-11,11,15.56
558,{},{},{},"{1: [737.0, 285.0, 760.0, 307.0]}","(748, 296)",748,296,-19,18,26.17
559,"{1: [728, 302, 745, 320]}","{1: [728, 302, 745, 320]}","{1: [728, 302, 745, 320]}","{1: [728.0, 302.0, 745.0, 320.0]}","(736, 311)",736,311,-12,15,19.21
560,"{1: [711, 316, 733, 340]}","{1: [711, 316, 733, 340]}","{1: [711, 316, 733, 340]}","{1: [711.0, 316.0, 733.0, 340.0]}","(722, 328)",722,328,-14,17,22.02
561,"{1: [700, 341, 717, 362]}","{1: [700, 341, 717, 362]}","{1: [700, 341, 717, 362]}","{1: [700.0, 341.0, 717.0, 362.0]}","(708, 351)",708,351,-14,23,26.93
562,{},{},{},"{1: [677.0, 376.0, 696.0, 397.0]}","(686, 386)",686,386,-22,35,41.34
563,{},{},{},"{1: [657.0, 411.0, 676.0, 431.0]}","(666, 421)",666,421,-20,35,40.31
564,{},{},{},"{1: [639.0, 443.0, 657.0, 463.0]}","(648, 453)",648,453,-18,32,36.72
565,{},{},{},"{1: [622.0, 472.0, 641.0, 492.0]}","(631, 482)",631,482,-17,29,33.62
566,"{1: [609, 495, 629, 515], 2: [604, 485, 637, 521]}","{1: [609, 495, 629, 515]}","{1: [609, 495, 629, 515]}","{1: [609.0, 495.0, 629.0, 515.0]}","(619, 505)",619,505,-12,23,25.94
567,"{1: [590, 525, 616, 555]}","{1: [590, 525, 616, 555]}","{1: [590, 525, 616, 555]}","{1: [590.0, 525.0, 616.0, 555.0]}","(603, 540)",603,540,-16,35,38.48
568,"{1: [566, 576, 592, 603]}","{1: [566, 576, 592, 603]}","{1: [566, 576, 592, 603]}","{1: [566.0, 576.0, 592.0, 603.0]}","(579, 589)",579,589,-24,49,54.56
569,{},{},{},"{1: [541.0, 627.0, 566.0, 654.0]}","(553, 640)",553,640,-26,51,57.25
570,"{1: [524, 668, 547, 694], 2: [520, 672, 546, 699]}","{1: [524, 668, 547, 694]}","{1: [524, 668, 547, 694]}","{1: [524.0, 668.0, 547.0, 694.0]}","(535, 681)",535,681,-18,41,44.78
571,"{1: [512, 687, 529, 704], 2: [778, 898, 807, 927]}","{1: [778, 898, 807, 927]}",{},"{1: [504.0, 679.0, 522.0, 700.0]}","(513, 689)",513,689,-22,8,23.41
572,"{1: [763, 898, 784, 919]}","{1: [763, 898, 784, 919]}",{},"{1: [484.0, 687.0, 502.0, 708.0]}","(493, 697)",493,697,-20,8,21.54
573,{},{},{},"{1: [465.0, 695.0, 483.0, 716.0]}","(474, 705)",474,705,-19,8,20.62
574,"{1: [450, 697, 474, 722], 2: [449, 694, 477, 728]}","{1: [449, 694, 477, 728]}",{},"{1: [447.0, 702.0, 466.0, 723.0]}","(456, 712)",456,712,-18,7,19.31
575,"{1: [437, 711, 451, 727]}","{1: [437, 711, 451, 727]}","{1: [437, 711, 451, 727]}","{1: [437.0, 711.0, 451.0, 727.0]}","(444, 719)",444,719,-12,7,13.89
576,"{1: [411, 718, 437, 744]}","{1: [411, 718, 437, 744]}","{1: [411, 718, 437, 744]}","{1: [411.0, 718.0, 437.0, 744.0]}","(424, 731)",424,731,-20,12,23.32
577,"{1: [393, 736, 413, 757], 2: [388, 725, 421, 762]}","{1: [393, 736, 413, 757]}","{1: [393, 736, 413, 757]}","{1: [393.0, 736.0, 413.0, 757.0]}","(403, 746)",403,746,-21,15,25.81
578,"{1: [369, 749, 396, 777], 2: [370, 753, 393, 774]}","{1: [369, 749, 396, 777]}","{1: [369, 749, 396, 777]}","{1: [369.0, 749.0, 396.0, 777.0]}","(382, 763)",382,763,-21,17,27.02
579,"{1: [345, 773, 372, 799]}","{1: [345, 773, 372, 799]}","{1: [345, 773, 372, 799]}","{1: [345.0, 773.0, 372.0, 799.0]}","(358, 786)",358,786,-24,23,33.24
580,"{1: [321, 794, 349, 821], 2: [322, 799, 345, 822]}","{1: [322, 799, 345, 822]}","{1: [322, 799, 345, 822]}","{1: [322.0, 799.0, 345.0, 822.0]}","(333, 810)",333,810,-25,24,34.66
581,{},{},{},"{1: [294.0, 830.0, 320.0, 857.0]}","(307, 843)",307,843,-26,33,42.01
582,"{1: [274, 855, 302, 885]}","{1: [274, 855, 302, 885]}","{1: [274, 855, 302, 885]}","{1: [274.0, 855.0, 302.0, 885.0]}","(288, 870)",288,870,-19,27,33.02
583,{},{},{},"{1: [239.0, 910.0, 264.0, 937.0]}","(251, 923)",251,923,-37,53,64.64
584,{},{},{},"{1: [207.0, 959.0, 232.0, 985.0]}","(219, 972)",219,972,-32,49,58.52
585,"{1: [184, 999, 207, 1022]}","{1: [184, 999, 207, 1022]}","{1: [184, 999, 207, 1022]}","{1: [184.0, 999.0, 207.0, 1022.0]}","(195, 1010)",195,1010,-24,38,44.94
586,"{1: [159, 1033, 185, 1059], 2: [161, 1030, 187, 1066]}","{1: [159, 1033, 185, 1059]}","{1: [159, 1033, 185, 1059]}","{1: [159.0, 1033.0, 185.0, 1059.0]}","(172, 1046)",172,1046,-23,36,42.72
587,{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}","(172, 1046)",172,1046,0,0,0.0
588,{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}","(172, 1046)",172,1046,0,0,0.0
589,{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}","(172, 1046)",172,1046,0,0,0.0
590,{},{},{},"{1: [159.0, 1033.0, 185.0, 1059.0]}","(172, 1046)",172,1046,0,0,0.0
