frame,multi_ball_position,single_ball_position,clean_ball_position,complete_ball_position,centre_point,x,y,x_diff,y_diff,velocity
395,"{1: [1110, 302, 1123, 317]}","[1110, 302, 1123, 317]","[1110, 302, 1123, 317]","[1110, 302, 1123, 317]","(1116, 309)",1116,309,4,-9,9.85
396,{},,,"(1080, 341, 1095, 357)","(1087, 349)",1087,349,-29,40,49.41
397,{},,,"(1052, 380, 1067, 397)","(1059, 388)",1059,388,-28,39,48.01
398,{},,,"(1025, 419, 1040, 436)","(1032, 427)",1032,427,-27,39,47.43
399,{},,,"(998, 457, 1013, 474)","(1005, 465)",1005,465,-27,38,46.62
400,{},,,"(972, 495, 987, 511)","(979, 503)",979,503,-26,38,46.04
401,"{1: [775, 707, 792, 725]}","[775, 707, 792, 725]",,"(947, 531, 962, 547)","(954, 539)",954,539,-25,36,43.83
402,{},,,"(923, 566, 938, 582)","(930, 574)",930,574,-24,35,42.44
403,{},,,"(899, 599, 914, 616)","(906, 607)",906,607,-24,33,40.8
404,{},,,"(877, 631, 892, 647)","(884, 639)",884,639,-22,32,38.83
405,{},,,"(856, 661, 871, 677)","(863, 669)",863,669,-21,30,36.62
406,{},,,"(837, 688, 852, 704)","(844, 696)",844,696,-19,27,33.02
407,"{1: [1037, 228, 1051, 245], 2: [823, 708, 840, 726]}","[823, 708, 840, 726]","[823, 708, 840, 726]","[823, 708, 840, 726]","(831, 717)",831,717,-13,21,24.7
408,{},,,"(849, 636, 871, 658)","(860, 647)",860,647,29,-70,75.77
409,{},,,"(878, 569, 900, 591)","(889, 580)",889,580,29,-67,73.01
410,{},,,"(906, 504, 928, 527)","(917, 515)",917,515,28,-65,70.77
411,{},,,"(932, 443, 954, 465)","(943, 454)",943,454,26,-61,66.31
412,{},,,"(956, 386, 978, 408)","(967, 397)",967,397,24,-57,61.85
413,{},,,"(978, 334, 1000, 357)","(989, 345)",989,345,22,-52,56.46
414,"{1: [994, 293, 1021, 320]}","[994, 293, 1021, 320]","[994, 293, 1021, 320]","[994, 293, 1021, 320]","(1007, 306)",1007,306,18,-39,42.95
415,"{1: [986, 307, 1002, 325]}","[986, 307, 1002, 325]","[986, 307, 1002, 325]","[986, 307, 1002, 325]","(994, 316)",994,316,-13,10,16.4
416,"{1: [971, 311, 998, 338], 2: [970, 309, 998, 345]}","[971, 311, 998, 338]","[971, 311, 998, 338]","[971, 311, 998, 338]","(984, 324)",984,324,-10,8,12.81
417,"{1: [963, 326, 977, 341]}","[963, 326, 977, 341]","[963, 326, 977, 341]","[963, 326, 977, 341]","(970, 333)",970,333,-14,9,16.64
418,"{1: [945, 327, 974, 358]}","[945, 327, 974, 358]","[945, 327, 974, 358]","[945, 327, 974, 358]","(959, 342)",959,342,-11,9,14.21
419,"{1: [934, 349, 953, 369]}","[934, 349, 953, 369]","[934, 349, 953, 369]","[934, 349, 953, 369]","(943, 359)",943,359,-16,17,23.35
420,"{1: [919, 357, 945, 384]}","[919, 357, 945, 384]","[919, 357, 945, 384]","[919, 357, 945, 384]","(932, 370)",932,370,-11,11,15.56
421,"{1: [914, 375, 931, 393]}","[914, 375, 931, 393]","[914, 375, 931, 393]","[914, 375, 931, 393]","(922, 384)",922,384,-10,14,17.2
422,{},,,"(896, 397, 915, 417)","(905, 407)",905,407,-17,23,28.6
423,{},,,"(882, 419, 901, 440)","(891, 429)",891,429,-14,22,26.08
424,{},,,"(868, 440, 887, 460)","(877, 450)",877,450,-14,21,25.24
425,{},,,"(856, 459, 875, 479)","(865, 469)",865,469,-12,19,22.47
426,"{1: [846, 473, 867, 496]}","[846, 473, 867, 496]","[846, 473, 867, 496]","[846, 473, 867, 496]","(856, 484)",856,484,-9,15,17.49
427,"{1: [836, 497, 855, 517]}","[836, 497, 855, 517]","[836, 497, 855, 517]","[836, 497, 855, 517]","(845, 507)",845,507,-11,23,25.5
428,"{1: [824, 522, 843, 542], 2: [817, 509, 853, 549]}","[817, 509, 853, 549]","[817, 509, 853, 549]","[817, 509, 853, 549]","(835, 529)",835,529,-10,22,24.17
429,"{1: [810, 549, 833, 573]}","[810, 549, 833, 573]","[810, 549, 833, 573]","[810, 549, 833, 573]","(821, 561)",821,561,-14,32,34.93
430,"{1: [799, 578, 819, 601], 2: [792, 575, 823, 607]}","[799, 578, 819, 601]","[799, 578, 819, 601]","[799, 578, 819, 601]","(809, 589)",809,589,-12,28,30.46
431,"{1: [787, 609, 807, 630]}","[787, 609, 807, 630]","[787, 609, 807, 630]","[787, 609, 807, 630]","(797, 619)",797,619,-12,30,32.31
432,"{1: [771, 645, 795, 670]}","[771, 645, 795, 670]","[771, 645, 795, 670]","[771, 645, 795, 670]","(783, 657)",783,657,-14,38,40.5
433,{},,,"(759, 661, 784, 686)","(771, 673)",771,673,-12,16,20.0
434,{},,,"(749, 677, 773, 703)","(761, 690)",761,690,-10,17,19.72
435,{},,,"(739, 692, 763, 718)","(751, 705)",751,705,-10,15,18.03
436,{},,,"(730, 706, 755, 732)","(742, 719)",742,719,-9,14,16.64
437,"{1: [724, 717, 749, 743]}","[724, 717, 749, 743]","[724, 717, 749, 743]","[724, 717, 749, 743]","(736, 730)",736,730,-6,11,12.53
438,"{1: [716, 718, 743, 748]}","[716, 718, 743, 748]","[716, 718, 743, 748]","[716, 718, 743, 748]","(729, 733)",729,733,-7,3,7.62
439,"{1: [712, 728, 733, 749]}","[712, 728, 733, 749]","[712, 728, 733, 749]","[712, 728, 733, 749]","(722, 738)",722,738,-7,5,8.6
440,"{1: [705, 733, 724, 753]}","[705, 733, 724, 753]","[705, 733, 724, 753]","[705, 733, 724, 753]","(714, 743)",714,743,-8,5,9.43
441,"{1: [696, 740, 716, 761]}","[696, 740, 716, 761]","[696, 740, 716, 761]","[696, 740, 716, 761]","(706, 750)",706,750,-8,7,10.63
442,"{1: [690, 753, 711, 775]}","[690, 753, 711, 775]","[690, 753, 711, 775]","[690, 753, 711, 775]","(700, 764)",700,764,-6,14,15.23
443,"{1: [680, 763, 708, 791]}","[680, 763, 708, 791]","[680, 763, 708, 791]","[680, 763, 708, 791]","(694, 777)",694,777,-6,13,14.32
444,"{1: [679, 782, 696, 800]}","[679, 782, 696, 800]","[679, 782, 696, 800]","[679, 782, 696, 800]","(687, 791)",687,791,-7,14,15.65
445,"{1: [686, 730, 709, 755]}","[686, 730, 709, 755]","[686, 730, 709, 755]","[686, 730, 709, 755]","(697, 742)",697,742,10,-49,50.01
446,"{1: [697, 687, 714, 705]}","[697, 687, 714, 705]","[697, 687, 714, 705]","[697, 687, 714, 705]","(705, 696)",705,696,8,-46,46.69
447,"{1: [840, 714, 858, 734], 2: [704, 639, 725, 661]}","[704, 639, 725, 661]","[704, 639, 725, 661]","[704, 639, 725, 661]","(714, 650)",714,650,9,-46,46.87
448,"{1: [713, 587, 734, 608]}","[713, 587, 734, 608]","[713, 587, 734, 608]","[713, 587, 734, 608]","(723, 597)",723,597,9,-53,53.76
449,"{1: [721, 549, 740, 571]}","[721, 549, 740, 571]","[721, 549, 740, 571]","[721, 549, 740, 571]","(730, 560)",730,560,7,-37,37.66
450,"{1: [729, 516, 744, 532]}","[729, 516, 744, 532]","[729, 516, 744, 532]","[729, 516, 744, 532]","(736, 524)",736,524,6,-36,36.5
451,"{1: [729, 484, 756, 511], 2: [730, 485, 753, 508]}","[730, 485, 753, 508]","[730, 485, 753, 508]","[730, 485, 753, 508]","(741, 496)",741,496,5,-28,28.44
452,{},,,"(733, 459, 754, 480)","(743, 469)",743,469,2,-27,27.07
453,{},,,"(736, 435, 757, 456)","(746, 445)",746,445,3,-24,24.19
454,{},,,"(739, 412, 759, 433)","(749, 422)",749,422,3,-23,23.19
455,{},,,"(741, 391, 762, 412)","(751, 401)",751,401,2,-21,21.1
456,"{1: [745, 377, 763, 396]}","[745, 377, 763, 396]","[745, 377, 763, 396]","[745, 377, 763, 396]","(754, 386)",754,386,3,-15,15.3
457,"{1: [744, 360, 768, 386], 2: [741, 358, 770, 389]}","[741, 358, 770, 389]","[741, 358, 770, 389]","[741, 358, 770, 389]","(755, 373)",755,373,1,-13,13.04
458,"{1: [748, 353, 762, 368]}","[748, 353, 762, 368]","[748, 353, 762, 368]","[748, 353, 762, 368]","(755, 360)",755,360,0,-13,13.0
459,"{1: [743, 334, 770, 363]}","[743, 334, 770, 363]","[743, 334, 770, 363]","[743, 334, 770, 363]","(756, 348)",756,348,1,-12,12.04
460,"{1: [747, 331, 764, 349]}","[747, 331, 764, 349]","[747, 331, 764, 349]","[747, 331, 764, 349]","(755, 340)",755,340,-1,-8,8.06
461,"{1: [750, 324, 764, 339]}","[750, 324, 764, 339]","[750, 324, 764, 339]","[750, 324, 764, 339]","(757, 331)",757,331,2,-9,9.22
462,"{1: [743, 311, 770, 339]}","[743, 311, 770, 339]","[743, 311, 770, 339]","[743, 311, 770, 339]","(756, 325)",756,325,-1,-6,6.08
463,"{1: [746, 309, 765, 330]}","[746, 309, 765, 330]","[746, 309, 765, 330]","[746, 309, 765, 330]","(755, 319)",755,319,-1,-6,6.08
464,"{1: [746, 308, 762, 326]}","[746, 308, 762, 326]","[746, 308, 762, 326]","[746, 308, 762, 326]","(754, 317)",754,317,-1,-2,2.24
465,"{1: [746, 307, 761, 324]}","[746, 307, 761, 324]","[746, 307, 761, 324]","[746, 307, 761, 324]","(753, 315)",753,315,-1,-2,2.24
466,"{1: [745, 305, 761, 322]}","[745, 305, 761, 322]","[745, 305, 761, 322]","[745, 305, 761, 322]","(753, 313)",753,313,0,-2,2.0
467,"{1: [744, 302, 761, 321]}","[744, 302, 761, 321]","[744, 302, 761, 321]","[744, 302, 761, 321]","(752, 311)",752,311,-1,-2,2.24
468,"{1: [739, 300, 759, 321]}","[739, 300, 759, 321]","[739, 300, 759, 321]","[739, 300, 759, 321]","(749, 310)",749,310,-3,-1,3.16
469,"{1: [737, 299, 758, 321]}","[737, 299, 758, 321]","[737, 299, 758, 321]","[737, 299, 758, 321]","(747, 310)",747,310,-2,0,2.0
470,"{1: [734, 299, 758, 323]}","[734, 299, 758, 323]","[734, 299, 758, 323]","[734, 299, 758, 323]","(746, 311)",746,311,-1,1,1.41
471,"{1: [734, 300, 757, 326]}","[734, 300, 757, 326]","[734, 300, 757, 326]","[734, 300, 757, 326]","(745, 313)",745,313,-1,2,2.24
472,"{1: [731, 301, 757, 330]}","[731, 301, 757, 330]","[731, 301, 757, 330]","[731, 301, 757, 330]","(744, 315)",744,315,-1,2,2.24
473,"{1: [729, 302, 757, 334]}","[729, 302, 757, 334]","[729, 302, 757, 334]","[729, 302, 757, 334]","(743, 318)",743,318,-1,3,3.16
474,"{1: [726, 310, 752, 336]}","[726, 310, 752, 336]","[726, 310, 752, 336]","[726, 310, 752, 336]","(739, 323)",739,323,-4,5,6.4
475,"{1: [727, 308, 746, 328]}","[727, 308, 746, 328]","[727, 308, 746, 328]","[727, 308, 746, 328]","(736, 318)",736,318,-3,-5,5.83
476,"{1: [726, 298, 741, 316]}","[726, 298, 741, 316]","[726, 298, 741, 316]","[726, 298, 741, 316]","(733, 307)",733,307,-3,-11,11.4
477,{},,,"(718, 284, 739, 306)","(728, 295)",728,295,-5,-12,13.0
478,{},,,"(715, 273, 735, 296)","(725, 284)",725,284,-3,-11,11.4
479,"{1: [710, 264, 736, 291]}","[710, 264, 736, 291]","[710, 264, 736, 291]","[710, 264, 736, 291]","(723, 277)",723,277,-2,-7,7.28
480,"{1: [708, 253, 734, 281]}","[708, 253, 734, 281]","[708, 253, 734, 281]","[708, 253, 734, 281]","(721, 267)",721,267,-2,-10,10.2
481,"{1: [706, 251, 726, 271]}","[706, 251, 726, 271]","[706, 251, 726, 271]","[706, 251, 726, 271]","(716, 261)",716,261,-5,-6,7.81
482,"{1: [705, 247, 722, 267]}","[705, 247, 722, 267]","[705, 247, 722, 267]","[705, 247, 722, 267]","(713, 257)",713,257,-3,-4,5.0
483,"{1: [696, 238, 723, 267]}","[696, 238, 723, 267]","[696, 238, 723, 267]","[696, 238, 723, 267]","(709, 252)",709,252,-4,-5,6.4
484,"{1: [700, 236, 724, 263]}","[700, 236, 724, 263]","[700, 236, 724, 263]","[700, 236, 724, 263]","(712, 249)",712,249,3,-3,4.24
485,"{1: [686, 237, 712, 268]}","[686, 237, 712, 268]","[686, 237, 712, 268]","[686, 237, 712, 268]","(699, 252)",699,252,-13,3,13.34
486,"{1: [681, 245, 702, 267]}","[681, 245, 702, 267]","[681, 245, 702, 267]","[681, 245, 702, 267]","(691, 256)",691,256,-8,4,8.94
487,"{1: [678, 254, 691, 269]}","[678, 254, 691, 269]","[678, 254, 691, 269]","[678, 254, 691, 269]","(684, 261)",684,261,-7,5,8.6
488,"{1: [665, 258, 687, 280]}","[665, 258, 687, 280]","[665, 258, 687, 280]","[665, 258, 687, 280]","(676, 269)",676,269,-8,8,11.31
489,{},,,"(655, 271, 678, 295)","(666, 283)",666,283,-10,14,17.2
490,{},,,"(646, 285, 669, 309)","(657, 297)",657,297,-9,14,16.64
491,{},,,"(639, 298, 662, 322)","(650, 310)",650,310,-7,13,14.76
492,"{1: [633, 307, 657, 333], 2: [631, 302, 661, 335]}","[633, 307, 657, 333]","[633, 307, 657, 333]","[633, 307, 657, 333]","(645, 320)",645,320,-5,10,11.18
493,"{1: [628, 330, 642, 346]}","[628, 330, 642, 346]","[628, 330, 642, 346]","[628, 330, 642, 346]","(635, 338)",635,338,-10,18,20.59
494,"{1: [618, 347, 638, 366]}","[618, 347, 638, 366]","[618, 347, 638, 366]","[618, 347, 638, 366]","(628, 356)",628,356,-7,18,19.31
495,{},,,"(604, 383, 630, 411)","(617, 397)",617,397,-11,41,42.45
496,{},,,"(594, 423, 619, 451)","(606, 437)",606,437,-11,40,41.48
497,{},,,"(584, 462, 609, 490)","(596, 476)",596,476,-10,39,40.26
498,{},,,"(574, 500, 600, 528)","(587, 514)",587,514,-9,38,39.05
499,{},,,"(565, 537, 590, 565)","(577, 551)",577,551,-10,37,38.33
500,{},,,"(556, 571, 582, 599)","(569, 585)",569,585,-8,34,34.93
501,{},,,"(548, 604, 573, 632)","(560, 618)",560,618,-9,33,34.21
502,{},,,"(540, 633, 566, 661)","(553, 647)",553,647,-7,29,29.83
503,"{1: [538, 662, 558, 681], 2: [533, 652, 564, 689]}","[533, 652, 564, 689]","[533, 652, 564, 689]","[533, 652, 564, 689]","(548, 670)",548,670,-5,23,23.54
504,"{1: [532, 668, 548, 686]}","[532, 668, 548, 686]","[532, 668, 548, 686]","[532, 668, 548, 686]","(540, 677)",540,677,-8,7,10.63
505,"{1: [524, 668, 544, 690]}","[524, 668, 544, 690]","[524, 668, 544, 690]","[524, 668, 544, 690]","(534, 679)",534,679,-6,2,6.32
506,"{1: [517, 667, 543, 697]}","[517, 667, 543, 697]","[517, 667, 543, 697]","[517, 667, 543, 697]","(530, 682)",530,682,-4,3,5.0
507,"{1: [511, 682, 528, 701]}","[511, 682, 528, 701]","[511, 682, 528, 701]","[511, 682, 528, 701]","(519, 691)",519,691,-11,9,14.21
508,{},,,"(503, 696, 519, 714)","(511, 705)",511,705,-8,14,16.12
509,{},,,"(496, 709, 512, 727)","(504, 718)",504,718,-7,13,14.76
510,{},,,"(489, 721, 506, 739)","(497, 730)",497,730,-7,12,13.89
511,"{1: [485, 732, 501, 749]}","[485, 732, 501, 749]","[485, 732, 501, 749]","[485, 732, 501, 749]","(493, 740)",493,740,-4,10,10.77
512,"{1: [476, 753, 496, 774]}","[476, 753, 496, 774]","[476, 753, 496, 774]","[476, 753, 496, 774]","(486, 763)",486,763,-7,23,24.04
513,"{1: [466, 776, 487, 797], 2: [463, 772, 493, 800]}","[463, 772, 493, 800]","[463, 772, 493, 800]","[463, 772, 493, 800]","(478, 786)",478,786,-8,23,24.35
514,"{1: [462, 801, 477, 818]}","[462, 801, 477, 818]","[462, 801, 477, 818]","[462, 801, 477, 818]","(469, 809)",469,809,-9,23,24.7
515,"{1: [445, 836, 472, 865]}","[445, 836, 472, 865]","[445, 836, 472, 865]","[445, 836, 472, 865]","(458, 850)",458,850,-11,41,42.45
516,"{1: [444, 855, 470, 884]}","[444, 855, 470, 884]","[444, 855, 470, 884]","[444, 855, 470, 884]","(457, 869)",457,869,-1,19,19.03
517,{},,,"(479, 765, 503, 792)","(491, 778)",491,778,34,-91,97.14
518,"{1: [507, 698, 530, 722], 2: [505, 694, 532, 724]}","[507, 698, 530, 722]","[507, 698, 530, 722]","[507, 698, 530, 722]","(518, 710)",518,710,27,-68,73.16
519,"{1: [529, 645, 553, 669]}","[529, 645, 553, 669]","[529, 645, 553, 669]","[529, 645, 553, 669]","(541, 657)",541,657,23,-53,57.78
520,"{1: [560, 587, 577, 605]}","[560, 587, 577, 605]","[560, 587, 577, 605]","[560, 587, 577, 605]","(568, 596)",568,596,27,-61,66.71
521,"{1: [581, 544, 596, 560]}","[581, 544, 596, 560]","[581, 544, 596, 560]","[581, 544, 596, 560]","(588, 552)",588,552,20,-44,48.33
522,"{1: [599, 498, 619, 519]}","[599, 498, 619, 519]","[599, 498, 619, 519]","[599, 498, 619, 519]","(609, 508)",609,508,21,-44,48.75
523,{},,,"(618, 468, 636, 487)","(627, 477)",627,477,18,-31,35.85
524,{},,,"(635, 439, 653, 458)","(644, 448)",644,448,17,-29,33.62
525,{},,,"(651, 412, 669, 431)","(660, 421)",660,421,16,-27,31.38
526,{},,,"(665, 388, 683, 407)","(674, 397)",674,397,14,-24,27.78
527,"{1: [678, 371, 694, 388]}","[678, 371, 694, 388]","[678, 371, 694, 388]","[678, 371, 694, 388]","(686, 379)",686,379,12,-18,21.63
528,"{1: [684, 351, 710, 379]}","[684, 351, 710, 379]","[684, 351, 710, 379]","[684, 351, 710, 379]","(697, 365)",697,365,11,-14,17.8
529,"{1: [702, 344, 717, 362]}","[702, 344, 717, 362]","[702, 344, 717, 362]","[702, 344, 717, 362]","(709, 353)",709,353,12,-12,16.97
530,"{1: [708, 328, 733, 356]}","[708, 328, 733, 356]","[708, 328, 733, 356]","[708, 328, 733, 356]","(720, 342)",720,342,11,-11,15.56
531,"{1: [725, 326, 738, 341]}","[725, 326, 738, 341]","[725, 326, 738, 341]","[725, 326, 738, 341]","(731, 333)",731,333,11,-9,14.21
532,"{1: [729, 313, 751, 337], 2: [726, 313, 756, 341]}","[726, 313, 756, 341]","[726, 313, 756, 341]","[726, 313, 756, 341]","(741, 327)",741,327,10,-6,11.66
533,"{1: [736, 309, 760, 335]}","[736, 309, 760, 335]","[736, 309, 760, 335]","[736, 309, 760, 335]","(748, 322)",748,322,7,-5,8.6
534,"{1: [747, 308, 765, 328]}","[747, 308, 765, 328]","[747, 308, 765, 328]","[747, 308, 765, 328]","(756, 318)",756,318,8,-4,8.94
535,"{1: [753, 305, 777, 331], 2: [751, 299, 781, 333]}","[753, 305, 777, 331]","[753, 305, 777, 331]","[753, 305, 777, 331]","(765, 318)",765,318,9,0,9.0
536,"{1: [762, 306, 783, 328]}","[762, 306, 783, 328]","[762, 306, 783, 328]","[762, 306, 783, 328]","(772, 317)",772,317,7,-1,7.07
537,"{1: [770, 308, 787, 326]}","[770, 308, 787, 326]","[770, 308, 787, 326]","[770, 308, 787, 326]","(778, 317)",778,317,6,0,6.0
538,"{1: [776, 307, 799, 331], 2: [773, 298, 805, 334]}","[776, 307, 799, 331]","[776, 307, 799, 331]","[776, 307, 799, 331]","(787, 319)",787,319,9,2,9.22
539,"{1: [781, 307, 806, 334]}","[781, 307, 806, 334]","[781, 307, 806, 334]","[781, 307, 806, 334]","(793, 320)",793,320,6,1,6.08
540,"{1: [786, 310, 811, 337]}","[786, 310, 811, 337]","[786, 310, 811, 337]","[786, 310, 811, 337]","(798, 323)",798,323,5,3,5.83
541,"{1: [799, 320, 814, 338], 2: [789, 311, 823, 349]}","[799, 320, 814, 338]","[799, 320, 814, 338]","[799, 320, 814, 338]","(806, 329)",806,329,8,6,10.0
542,"{1: [802, 323, 822, 342], 2: [798, 316, 828, 349]}","[802, 323, 822, 342]","[802, 323, 822, 342]","[802, 323, 822, 342]","(812, 332)",812,332,6,3,6.71
543,"{1: [801, 307, 827, 333]}","[801, 307, 827, 333]","[801, 307, 827, 333]","[801, 307, 827, 333]","(814, 320)",814,320,2,-12,12.17
544,"{1: [807, 294, 830, 317]}","[807, 294, 830, 317]","[807, 294, 830, 317]","[807, 294, 830, 317]","(818, 305)",818,305,4,-15,15.52
545,{},,,"(807, 275, 831, 300)","(819, 287)",819,287,1,-18,18.03
546,"{1: [809, 261, 833, 289]}","[809, 261, 833, 289]","[809, 261, 833, 289]","[809, 261, 833, 289]","(821, 275)",821,275,2,-12,12.17
547,"{1: [815, 256, 832, 275]}","[815, 256, 832, 275]","[815, 256, 832, 275]","[815, 256, 832, 275]","(823, 265)",823,265,2,-10,10.2
548,"{1: [814, 238, 842, 268]}","[814, 238, 842, 268]","[814, 238, 842, 268]","[814, 238, 842, 268]","(828, 253)",828,253,5,-12,13.0
549,"{1: [820, 235, 836, 253]}","[820, 235, 836, 253]","[820, 235, 836, 253]","[820, 235, 836, 253]","(828, 244)",828,244,0,-9,9.0
550,"{1: [823, 229, 837, 245]}","[823, 229, 837, 245]","[823, 229, 837, 245]","[823, 229, 837, 245]","(830, 237)",830,237,2,-7,7.28
551,"{1: [824, 223, 841, 243]}","[824, 223, 841, 243]","[824, 223, 841, 243]","[824, 223, 841, 243]","(832, 233)",832,233,2,-4,4.47
552,"{1: [821, 225, 835, 243]}","[821, 225, 835, 243]","[821, 225, 835, 243]","[821, 225, 835, 243]","(828, 234)",828,234,-4,1,4.12
553,"{1: [805, 225, 829, 251]}","[805, 225, 829, 251]","[805, 225, 829, 251]","[805, 225, 829, 251]","(817, 238)",817,238,-11,4,11.7
554,"{1: [795, 236, 812, 254]}","[795, 236, 812, 254]","[795, 236, 812, 254]","[795, 236, 812, 254]","(803, 245)",803,245,-14,7,15.65
555,"{1: [779, 242, 806, 268]}","[779, 242, 806, 268]","[779, 242, 806, 268]","[779, 242, 806, 268]","(792, 255)",792,255,-11,10,14.87
556,"{1: [770, 259, 786, 276]}","[770, 259, 786, 276]","[770, 259, 786, 276]","[770, 259, 786, 276]","(778, 267)",778,267,-14,12,18.44
557,"{1: [753, 265, 782, 292]}","[753, 265, 782, 292]","[753, 265, 782, 292]","[753, 265, 782, 292]","(767, 278)",767,278,-11,11,15.56
558,{},,,"(737, 285, 760, 307)","(748, 296)",748,296,-19,18,26.17
559,"{1: [728, 302, 745, 320]}","[728, 302, 745, 320]","[728, 302, 745, 320]","[728, 302, 745, 320]","(736, 311)",736,311,-12,15,19.21
560,"{1: [711, 316, 733, 340]}","[711, 316, 733, 340]","[711, 316, 733, 340]","[711, 316, 733, 340]","(722, 328)",722,328,-14,17,22.02
561,"{1: [700, 341, 717, 362]}","[700, 341, 717, 362]","[700, 341, 717, 362]","[700, 341, 717, 362]","(708, 351)",708,351,-14,23,26.93
562,{},,,"(677, 376, 696, 397)","(686, 386)",686,386,-22,35,41.34
563,{},,,"(657, 411, 676, 431)","(666, 421)",666,421,-20,35,40.31
564,{},,,"(639, 443, 657, 463)","(648, 453)",648,453,-18,32,36.72
565,{},,,"(622, 472, 641, 492)","(631, 482)",631,482,-17,29,33.62
566,"{1: [609, 495, 629, 515], 2: [604, 485, 637, 521]}","[609, 495, 629, 515]","[609, 495, 629, 515]","[609, 495, 629, 515]","(619, 505)",619,505,-12,23,25.94
567,"{1: [590, 525, 616, 555]}","[590, 525, 616, 555]","[590, 525, 616, 555]","[590, 525, 616, 555]","(603, 540)",603,540,-16,35,38.48
568,"{1: [566, 576, 592, 603]}","[566, 576, 592, 603]","[566, 576, 592, 603]","[566, 576, 592, 603]","(579, 589)",579,589,-24,49,54.56
569,{},,,"(541, 627, 566, 654)","(553, 640)",553,640,-26,51,57.25
570,"{1: [524, 668, 547, 694], 2: [520, 672, 546, 699]}","[524, 668, 547, 694]","[524, 668, 547, 694]","[524, 668, 547, 694]","(535, 681)",535,681,-18,41,44.78
571,"{1: [512, 687, 529, 704], 2: [778, 898, 807, 927]}","[778, 898, 807, 927]",,"(504, 679, 522, 700)","(513, 689)",513,689,-22,8,23.41
572,"{1: [763, 898, 784, 919]}","[763, 898, 784, 919]",,"(484, 687, 502, 708)","(493, 697)",493,697,-20,8,21.54
573,{},,,"(465, 695, 483, 716)","(474, 705)",474,705,-19,8,20.62
574,"{1: [450, 697, 474, 722], 2: [449, 694, 477, 728]}","[449, 694, 477, 728]",,"(447, 702, 466, 723)","(456, 712)",456,712,-18,7,19.31
575,"{1: [437, 711, 451, 727]}","[437, 711, 451, 727]","[437, 711, 451, 727]","[437, 711, 451, 727]","(444, 719)",444,719,-12,7,13.89
576,"{1: [411, 718, 437, 744]}","[411, 718, 437, 744]","[411, 718, 437, 744]","[411, 718, 437, 744]","(424, 731)",424,731,-20,12,23.32
577,"{1: [393, 736, 413, 757], 2: [388, 725, 421, 762]}","[393, 736, 413, 757]","[393, 736, 413, 757]","[393, 736, 413, 757]","(403, 746)",403,746,-21,15,25.81
578,"{1: [369, 749, 396, 777], 2: [370, 753, 393, 774]}","[369, 749, 396, 777]","[369, 749, 396, 777]","[369, 749, 396, 777]","(382, 763)",382,763,-21,17,27.02
579,"{1: [345, 773, 372, 799]}","[345, 773, 372, 799]","[345, 773, 372, 799]","[345, 773, 372, 799]","(358, 786)",358,786,-24,23,33.24
580,"{1: [321, 794, 349, 821], 2: [322, 799, 345, 822]}","[322, 799, 345, 822]","[322, 799, 345, 822]","[322, 799, 345, 822]","(333, 810)",333,810,-25,24,34.66
581,{},,,"(294, 830, 320, 857)","(307, 843)",307,843,-26,33,42.01
582,"{1: [274, 855, 302, 885]}","[274, 855, 302, 885]","[274, 855, 302, 885]","[274, 855, 302, 885]","(288, 870)",288,870,-19,27,33.02
583,{},,,"(239, 910, 264, 937)","(251, 923)",251,923,-37,53,64.64
584,{},,,"(207, 959, 232, 985)","(219, 972)",219,972,-32,49,58.52
585,"{1: [184, 999, 207, 1022]}","[184, 999, 207, 1022]","[184, 999, 207, 1022]","[184, 999, 207, 1022]","(195, 1010)",195,1010,-24,38,44.94
586,"{1: [159, 1033, 185, 1059], 2: [161, 1030, 187, 1066]}","[159, 1033, 185, 1059]","[159, 1033, 185, 1059]","[159, 1033, 185, 1059]","(172, 1046)",172,1046,-23,36,42.72
587,{},,,"[159, 1033, 185, 1059]","(172, 1046)",172,1046,0,0,0.0
588,{},,,"[159, 1033, 185, 1059]","(172, 1046)",172,1046,0,0,0.0
589,{},,,"[159, 1033, 185, 1059]","(172, 1046)",172,1046,0,0,0.0
590,{},,,"[159, 1033, 185, 1059]","(172, 1046)",172,1046,0,0,0.0
